row_id,text,gender,duration_sec,selected,exclusion_reason,filename,baseline_tokens,clustered_tokens,split
10,तेव्हा राजाने त्यालाही हात जोडून नम्रपणे त्याचे नाव विचारले.,0,6.362,1,,marathi_female_000010.wav,t a ee w a h a aa <wb> r a aa j a aa n a ee <wb> t a y a aa l a aa h a ii <wb> h a aa t a <wb> j a o dx a uu n a <wb> n a m a r a p a nx a ee <wb> t a y a aa c a ee <wb> n a aa w a <wb> w a i c a aa r a l a ee,C32 C0 C11 C37 C0 C15 C0 C1 <wb> C29 C0 C1 C17 C0 C1 C24 C0 C11 <wb> C32 C0 C38 C0 C1 C21 C0 C1 C15 C0 C16 <wb> C15 C0 C1 C32 C0 <wb> C17 C0 C26 C9 C0 C36 C24 C0 <wb> C24 C0 C22 C0 C29 C0 C28 C0 C25 C0 C11 <wb> C32 C0 C38 C0 C1 C5 C0 C11 <wb> C24 C0 C1 C37 C0 <wb> C37 C0 C16 C5 C0 C1 C29 C0 C21 C0 C11,train
11,"तो पुरुष म्हणाला, माझे नाव सदाचार.",0,3.715,1,,marathi_female_000011.wav,t a o <wb> p a u r a u sx a <wb> m a h a nx a aa l a aa <wb> m a aa jh a ee <wb> n a aa w a <wb> s a d a aa c a aa r a,C32 C0 C26 <wb> C28 C0 C36 C29 C0 C36 C31 C0 <wb> C22 C0 C15 C0 C25 C0 C1 C21 C0 C1 <wb> C22 C0 C1 C18 C0 C11 <wb> C24 C0 C1 C37 C0 <wb> C30 C0 C7 C0 C1 C5 C0 C1 C29 C0,train
12,"राजाने त्याला म्हटले, मी तर तुझा कधीच त्याग केला नाही, तू मला सोडून का जात आहेस.",0,9.753,0,not_selected_by_random,,,,
13,"तुझ्यासाठीच मी लक्ष्मी, दान आदींचा त्याग केला आहे, मी तुला जाऊ देणार नाही.",0,9.237,0,not_selected_by_random,,,,
14,"तू मला सोडून गेलास, तर माझे सर्वस्व जाईल.",0,4.94,0,not_selected_by_random,,,,
15,राजाचे हे बोल ऐकून सदाचार राजवाड्यातच थांबला.,0,5.503,1,,marathi_female_000015.wav,r a aa j a aa c a ee <wb> h a ee <wb> b a o l a <wb> ei k a uu n a <wb> s a d a aa c a aa r a <wb> r aa j a w aa dx y aa t a c a <wb> th a aa q b a l a aa,C29 C0 C1 C17 C0 C1 C5 C0 C11 <wb> C15 C0 C11 <wb> C3 C0 C26 C21 C0 <wb> C2 C19 C0 C36 C24 C0 <wb> C30 C0 C7 C0 C1 C5 C0 C1 C29 C0 <wb> C29 C1 C17 C0 C37 C1 C9 C38 C1 C32 C0 C5 C0 <wb> C33 C0 C1 C23 C3 C0 C21 C0 C1,train
16,"सदाचार बाहेर पडला नाही, हे पाहून बाहेर गेलेली लक्ष्मी, दान आणि यशही परत आले.",0,9.84,0,not_selected_by_random,,,,
17,"मुलांनो, सदाचाराने वागणे हेच आयुष्याचे सर्वस्व आहे.",0,6.657,0,not_selected_by_random,,,,
18,"जीवनात सदाचार, नीतीमत्ता, धर्माचरण, आदी नसेल, तर दान, लक्ष्मी, श्रीमंती, आदींचा काहीच उपयोग नाही.",0,12.928,0,not_selected_by_random,,,,
19,एक राजा खूप मोठा देवभक्त होता.,0,4.27,0,not_selected_by_random,,,,
20,"गावात एक शंकराची पिंडी होती, त्याचा एक पुजारी होता.",0,5.968,1,,marathi_female_000020.wav,g a aa w a aa t a <wb> ee k a <wb> sh a q k a r a aa c a ii <wb> p i mq dx ii <wb> h a o t a ii <wb> t a y a aa c a aa <wb> ee k a <wb> p u j aa r ii <wb> h a o t a aa,C13 C0 C1 C37 C0 C1 C32 C0 <wb> C11 C19 C0 <wb> C31 C0 C23 C19 C0 C29 C0 C1 C5 C0 C16 <wb> C28 C16 C23 C9 C16 <wb> C15 C0 C26 C32 C0 C16 <wb> C32 C0 C38 C0 C1 C5 C0 C1 <wb> C11 C19 C0 <wb> C28 C36 C17 C1 C29 C16 <wb> C15 C0 C26 C32 C0 C1,train
21,"तोही श्रद्धेने, मनोभावे देवाची पूजा आणि सेवा करायचा.",0,6.882,0,not_selected_by_random,,,,
22,त्याला मधून मधून देवदर्शन होत असे.,0,3.367,1,,marathi_female_000022.wav,t a y a aa l a aa <wb> m a dh a uu n a <wb> m a dh a uu n a <wb> d ee w a d a r sh a n a <wb> h a o t a <wb> a s a ee,C32 C0 C38 C0 C1 C21 C0 C1 <wb> C22 C0 C8 C0 C36 C24 C0 <wb> C22 C0 C8 C0 C36 C24 C0 <wb> C7 C11 C37 C0 C7 C0 C29 C31 C0 C24 C0 <wb> C15 C0 C26 C32 C0 <wb> C0 C30 C0 C11,val
23,"राजा रोज देवळात जायचा, देवासाठी सोन्याच्या ताटातून जेवण पाठवायचा, देवासाठी दानधर्म करायचा.",0,10.944,0,not_selected_by_random,,,,
24,"राजाला वाटायचे, मी देवासाठी इतके करतो, तरी मला देवदर्शन का होत नाही.",0,8.988,0,not_selected_by_random,,,,
25,"पुजारी तर देवाला काहीच देत नाही, तरी त्याला देव कसा दर्शन देतो.",0,7.262,0,not_selected_by_random,,,,
26,"एके दिवशी राजा देवळात गेला असतांना पुजारी पूजा करत होता, तेवढ्यात थोडा भूकंप झाला.",0,10.15,0,not_selected_by_random,,,,
27,देवळाच्या भिंती आणि छप्पर हलू लागले.,0,4.388,0,not_selected_by_random,,,,
28,"पुजारी पिंडीवर ओणवा झाला; कारण छप्पर पडले, तर देवाला लागू नये.",0,7.731,0,not_selected_by_random,,,,
29,"राजा लगेच पळून गेला, त्या वेळी पुजार्याला देवदर्शन का होते, हे राजाला समजले.",0,8.569,0,not_selected_by_random,,,,
30,एक गृहस्थ म्हातारपणामुळे बराच थकला होता.,0,4.458,1,,marathi_female_000030.wav,ee k a <wb> g a rq h a s a th a <wb> m a h a aa t a aa r a p a nx a aa m a u lx a ee <wb> b a r a aa c a <wb> th a k a l aa <wb> h a o t a aa,C11 C19 C0 <wb> C13 C0 C29 C15 C0 C30 C0 C33 C0 <wb> C22 C0 C15 C0 C1 C32 C0 C1 C29 C0 C28 C0 C25 C0 C1 C22 C0 C36 C21 C0 C11 <wb> C3 C0 C29 C0 C1 C5 C0 <wb> C33 C0 C19 C0 C21 C1 <wb> C15 C0 C26 C32 C0 C1,train
31,आयुष्यात चांगली कमाई करून आणि स्वत: चांगले जीवन जगूनसुद्धा त्याच्या पाच मुलांमध्ये सदान्-कदा चालणाऱ्या भांडणांमुळे तो दु:खी होई.,0,13.522,0,not_selected_by_random,,,,
32,त्याने आपल्या मुलांना बराच उपदेश केला; पण उपड्या घड्यावर पाणी.,0,6.339,1,,marathi_female_000032.wav,t a y a aa n a ee <wb> aa p a l a y a aa <wb> m a u l a aa q n a aa <wb> b a r a aa c a <wb> u p a d a ee sh a <wb> k a ee l a aa <wb> p a nx a <wb> u p a dx y aa <wb> gh a dx y aa w a r a <wb> p a aa nx a ii,C32 C0 C38 C0 C1 C24 C0 C11 <wb> C1 C28 C0 C21 C0 C38 C0 C1 <wb> C22 C0 C36 C21 C0 C1 C23 C24 C0 C1 <wb> C3 C0 C29 C0 C1 C5 C0 <wb> C36 C28 C0 C7 C0 C11 C31 C0 <wb> C19 C0 C11 C21 C0 C1 <wb> C28 C0 C25 C0 <wb> C36 C28 C0 C9 C38 C1 <wb> C14 C0 C9 C38 C1 C37 C0 C29 C0 <wb> C28 C0 C1 C25 C0 C16,train
33,एके दिवशी त्याने आपल्या पाचही मुलांना प्रत्येकी हातभर लांबीची एक-एक काठी घेऊन यायला सांगितले.,0,10.518,0,not_selected_by_random,,,,
34,त्याप्रमाणे ती मुले एक-एक काठी घेऊन आली.,0,5.356,0,not_selected_by_random,,,,
35,त्या गृहस्थाने त्यांच्यापैकी प्रत्येकाला आपापली काठी मोडण्यास सांगितले.,0,7.152,1,,marathi_female_000035.wav,t a y a aa <wb> g rq h a s th aa n ee <wb> t y aa mq c y aa p ei k ii <wb> p a r a t a y a ee k a aa l a aa <wb> aa p a aa p a l a ii <wb> k a aa txh a ii <wb> m o dx a nx y aa s a <wb> s a aa q g a i t a l a ee,C32 C0 C38 C0 C1 <wb> C13 C29 C15 C0 C30 C33 C1 C24 C11 <wb> C32 C38 C1 C23 C5 C38 C1 C28 C2 C19 C16 <wb> C28 C0 C29 C0 C32 C0 C38 C0 C11 C19 C0 C1 C21 C0 C1 <wb> C1 C28 C0 C1 C28 C0 C21 C0 C16 <wb> C19 C0 C1 C35 C0 C16 <wb> C22 C26 C9 C0 C25 C38 C1 C30 C0 <wb> C30 C0 C1 C23 C13 C0 C16 C32 C0 C21 C0 C11,train
36,वडिलांनी सांगितलेली ती गोष्ट प्रत्येक मुलाने लगेचच करून दाखवली.,0,7.016,0,not_selected_by_random,,,,
37,पुन्हा त्या गृहस्थाने त्या मुलांना तशाच प्रकारची एकेक काठी घेऊन यायला सांगितले.,0,8.273,0,not_selected_by_random,,,,
38,पाच जणांनी पाच काठ्या आणून वडिलांपुढे ठेवल्या.,0,5.45,0,not_selected_by_random,,,,
39,"वडिलांनी त्या पाच काठ्यांची एका दोरीने मोळी बांधली, आणि प्रत्येकाला ती मोडायला सांगितली.",0,10.078,0,not_selected_by_random,,,,
40,पाच काठ्या एकत्र असलेली ती मोळी होती.,0,4.848,0,not_selected_by_random,,,,
41,"आपल्या पाच मुलांपैकी कुणालाच मोडता येत नसल्याचे पाहून तो गृहस्थ त्यांना म्हणाला, बघितलंत ना, एकीचे बळ किती असते ते ?",0,13.467,0,not_selected_by_random,,,,
42,वडील एवढेच बोलले; पण ते सूज्ञ मुलगे समजायचे ते समजले.,0,5.712,1,,marathi_female_000042.wav,w a dx a ii l a <wb> ee w a dxh a ee c a <wb> b a o l a l a ee <wb> p a nx a <wb> t a ee <wb> s a uu j a nj a <wb> m a u l a g a ee <wb> s a m a j aa y a c ee <wb> t a ee <wb> s a m a j a l a ee,C37 C0 C9 C0 C16 C21 C0 <wb> C11 C37 C0 C10 C0 C11 C5 C0 <wb> C3 C0 C26 C21 C0 C21 C0 C11 <wb> C28 C0 C25 C0 <wb> C32 C0 C11 <wb> C30 C0 C36 C17 C0 C24 C0 <wb> C22 C0 C36 C21 C0 C13 C0 C11 <wb> C30 C0 C22 C0 C17 C1 C38 C0 C5 C11 <wb> C32 C0 C11 <wb> C30 C0 C22 C0 C17 C0 C21 C0 C11,train
43,तेव्हापासून ते एकजुटीने वागू लागले.,0,4.084,0,not_selected_by_random,,,,
44,एका गावात रथोत्सव चालू असतो.,0,3.702,0,not_selected_by_random,,,,
45,भाविक तो रथ एका गावातून दुसऱ्या गावात वाजत-गाजत नेत असतात.,0,7.083,0,not_selected_by_random,,,,
46,"मध्येच रथाचे एक चाक तुटून जाते, त्यामुळे भाविक चिंतित होतात.",0,7.567,0,not_selected_by_random,,,,
47,"त्यांना प्रश्न पडतो, रथातील देवाला दुसऱ्या गावाला कसे पोहोचवायचे ?",0,6.618,1,,marathi_female_000047.wav,t a y a aa q n a aa <wb> p a r a sh a n a <wb> p a dx a t a o <wb> r a th aa t ii l a <wb> d a ee w a aa l a aa <wb> d a u s a y a aa <wb> g a aa w a aa l a aa <wb> k a s a ee <wb> p o h o c a w aa y a c ee,C32 C0 C38 C0 C1 C23 C24 C0 C1 <wb> C28 C0 C29 C0 C31 C0 C24 C0 <wb> C28 C0 C9 C0 C32 C0 C26 <wb> C29 C0 C33 C1 C32 C16 C21 C0 <wb> C7 C0 C11 C37 C0 C1 C21 C0 C1 <wb> C7 C0 C36 C30 C0 C38 C0 C1 <wb> C13 C0 C1 C37 C0 C1 C21 C0 C1 <wb> C19 C0 C30 C0 C11 <wb> C28 C26 C15 C26 C5 C0 C37 C1 C38 C0 C5 C11,train
48,"भाविक पर्यायी म्हणून बैलगाडी, घोडागाडी शोधतात; पण काहीही उपलब्ध होत नाही.",0,8.585,0,not_selected_by_random,,,,
49,मार्गात मध्येच भाविकांना कचरा खाणारे एक गाढव दिसते.,0,5.108,1,,marathi_female_000049.wav,m a aa r a g a aa t a <wb> m a dh a y a ee c a <wb> bh aa w i k aa mq n aa <wb> k a c a r a aa <wb> kh aa nx aa r ee <wb> ee k a <wb> g a aa dxh a w a <wb> d a i s a t a ee,C22 C0 C1 C29 C0 C13 C0 C1 C32 C0 <wb> C22 C0 C8 C0 C38 C0 C11 C5 C0 <wb> C4 C1 C37 C16 C19 C1 C23 C24 C1 <wb> C19 C0 C5 C0 C29 C0 C1 <wb> C20 C1 C25 C1 C29 C11 <wb> C11 C19 C0 <wb> C13 C0 C1 C10 C0 C37 C0 <wb> C7 C0 C16 C30 C0 C32 C0 C11,train
50,सर्व जण त्याला चंदनतैलादी लावून आंघोळ घालतात.,0,5.591,0,not_selected_by_random,,,,
51,रेशमी वस्त्र घालून सजवतात आणि त्यावर देवाला बसवतात.,0,4.899,1,,marathi_female_000051.wav,r a ee sh a m a ii <wb> w a s a t a r a <wb> gh a aa l a uu n a <wb> s a j a w a t aa t a <wb> aa nx a i <wb> t a y a aa w a r a <wb> d a ee w a aa l a aa <wb> b a s a w a t aa t a,C29 C0 C11 C31 C0 C22 C0 C16 <wb> C37 C0 C30 C0 C32 C0 C29 C0 <wb> C14 C0 C1 C21 C0 C36 C24 C0 <wb> C30 C0 C17 C0 C37 C0 C32 C1 C32 C0 <wb> C1 C25 C0 C16 <wb> C32 C0 C38 C0 C1 C37 C0 C29 C0 <wb> C7 C0 C11 C37 C0 C1 C21 C0 C1 <wb> C3 C0 C30 C0 C37 C0 C32 C1 C32 C0,train
52,उत्सव पुन्हा चालू होतो अन् सर्वजणदुसऱ्या गावाकडे प्रयाण करतात.,0,7.424,0,not_selected_by_random,,,,
53,काही भाविक गाढवावरील देवाला हार घालू लागतात.,0,5.113,0,not_selected_by_random,,,,
54,काही वेळाने देवाला हार घालायला जागा राहात नाही.,0,5.902,0,not_selected_by_random,,,,
55,म्हणून लोक गाढवालाच भक्ती-भावाने हार घालू लागतात.,0,5.467,0,not_selected_by_random,,,,
56,"मार्गाने जातांना गाढव विचार करते, आत्तापर्यंत कधी मिळाले नाही, ते राजवैभव मला आज कसे काय मिळत आहे.",0,11.818,0,not_selected_by_random,,,,
57,"देवाला ओवाळत असलेली आरती आपल्यासाठी आहे, असे गाढव मानू लागले आणि त्यामुळे ते अधिकच आनंदी झाले.",0,10.823,0,not_selected_by_random,,,,
58,काही क्षणांनंतर त्याच्या मनात विचार आला.,0,4.721,0,not_selected_by_random,,,,
59,मला हे राजवैभव मान्य आहे; पण माझ्या पाठीवर काहीतरी ओझे आहे.,0,7.299,0,not_selected_by_random,,,,
60,"हा विचार आल्यावर ते स्वतःचे अंग झाडते, त्यामुळे त्याच्या पाठीवरील देव खाली पडतो.",0,8.972,0,not_selected_by_random,,,,
61,हे पाहून भाविक भडकतात आणि गाढवाला धोपटतात.,0,4.481,1,,marathi_female_000061.wav,h a ee <wb> p a aa h a uu n a <wb> bh aa w i k a <wb> bh a dx a k a t aa t a <wb> aa nx a i <wb> g a aa dxh a w a aa l a aa <wb> dh o p a tx a t aa t a,C15 C0 C11 <wb> C28 C0 C1 C15 C0 C36 C24 C0 <wb> C4 C1 C37 C16 C19 C0 <wb> C4 C0 C9 C0 C19 C0 C32 C1 C32 C0 <wb> C1 C25 C0 C16 <wb> C13 C0 C1 C10 C0 C37 C0 C1 C21 C0 C1 <wb> C8 C26 C28 C0 C34 C0 C32 C1 C32 C0,train
62,"जोपर्यंत आपल्यावर देवाची कृपा आहे, आपल्याजवळ त्याचा वास आहे, तोपर्यंतच आपल्याला मानसन्मान आणि समाजाकडून लाभणारे प्रेम मिळणार आहे.",0,14.521,0,not_selected_by_random,,,,
63,"ज्या क्षणी अहंकार बळावतो, त्या वेळी आपली स्थिती गाढवापेक्षा वेगळी राहत नाही.",0,8.075,0,not_selected_by_random,,,,
64,"म्हणून देवाला विसरू नये, अहंरहित रहावे, सर्व मानसन्मान देवाचरणी अर्पण करावेत.",0,9.303,0,not_selected_by_random,,,,
65,एक माणूस परीस शोधायला निघाला.,0,3.706,0,not_selected_by_random,,,,
66,"त्यासाठी रस्त्यात जो दगड येईल तो घ्यायचा, गळ्यातल्या साखळीला लावायचा आणि फेकून द्यायचा.",0,9.976,0,not_selected_by_random,,,,
67,असा त्याचा दिनक्रम सुरू झाला.,0,2.897,0,not_selected_by_random,,,,
68,"दिवस गेले, महिने लोटले, वर्षे सरली, पण त्याच्या दिनक्रमात बदल झाला नाही.",0,8.168,0,not_selected_by_random,,,,
69,शेवटी तो माणूस म्हातारा झाला.,0,2.438,1,,marathi_female_000069.wav,sh a ee w a tx a ii <wb> t a o <wb> m a aa nx a uu s a <wb> m a h a aa t a aa r a aa <wb> jh a aa l a aa,C31 C0 C11 C37 C0 C34 C0 C16 <wb> C32 C0 C26 <wb> C22 C0 C1 C25 C0 C36 C30 C0 <wb> C22 C0 C15 C0 C1 C32 C0 C1 C29 C0 C1 <wb> C18 C0 C1 C21 C0 C1,train
70,"ज्या क्षणि तो आपले शेवटचे श्वास मोजत होता, त्यावेळी अचानक त्याचे लक्ष त्याच्या गळ्यातील साखळीकडे गेले.",0,10.536,0,not_selected_by_random,,,,
71,ती साखळी सोन्याची झाली होती.,0,3.41,0,not_selected_by_random,,,,
72,"दगड घ्यायचा, साखळीला लावायचा आणि फेकून द्यायचा या नादात त्याचे साखळीकडे लक्षच गेले नाही.",0,10.478,0,not_selected_by_random,,,,
73,प्रत्येकाच्या जीवनात एकदा तरी परीस येत असतो.,0,4.226,1,,marathi_female_000073.wav,p a r a t a y a ee k a aa c a y a aa <wb> j a ii w a n a aa t a <wb> ee k a d a aa <wb> t a r a ii <wb> p a r a ii s a <wb> y a ee t a <wb> a s a t a o,C28 C0 C29 C0 C32 C0 C38 C0 C11 C19 C0 C1 C5 C0 C38 C0 C1 <wb> C17 C0 C16 C37 C0 C24 C0 C1 C32 C0 <wb> C11 C19 C0 C7 C0 C1 <wb> C32 C0 C29 C0 C16 <wb> C28 C0 C29 C0 C16 C30 C0 <wb> C38 C0 C11 C32 C0 <wb> C0 C30 C0 C32 C0 C26,train
74,"कधी आई- वडिलांच्या रूपाने, तर कधी भाऊ-बहिणींच्या नात्याने, कधी मित्राच्या मैत्रिणीच्या नात्याने, तर कधी प्रेयसीच्या नात्याने.",0,12.994,0,not_selected_by_random,,,,
75,"कोणत्या ना कोणत्या रूपात तो आपल्याला भेटत असतो, आणि आपल्यातल्या लोखंडाचे सोने करीत असतो.",0,8.406,1,,marathi_female_000075.wav,k a o nx a t a y a aa <wb> n a aa <wb> k a o nx a t a y a aa <wb> r a uu p a aa t a <wb> t a o <wb> aa p a l a y a aa l a aa <wb> bh a ee tx a t a <wb> a s a t a o <wb> aa nx a i <wb> aa p a l y aa t a l y aa <wb> l o kh a mq dx aa c ee <wb> s a o n a ee <wb> k a r a ii t a <wb> a s a t a o,C19 C0 C26 C25 C0 C32 C0 C38 C0 C1 <wb> C24 C0 C1 <wb> C19 C0 C26 C25 C0 C32 C0 C38 C0 C1 <wb> C29 C0 C36 C28 C0 C1 C32 C0 <wb> C32 C0 C26 <wb> C1 C28 C0 C21 C0 C38 C0 C1 C21 C0 C1 <wb> C4 C0 C11 C34 C0 C32 C0 <wb> C0 C30 C0 C32 C0 C26 <wb> C1 C25 C0 C16 <wb> C1 C28 C0 C21 C38 C1 C32 C0 C21 C38 C1 <wb> C21 C26 C20 C0 C23 C9 C1 C5 C11 <wb> C30 C0 C26 C24 C0 C11 <wb> C19 C0 C29 C0 C16 C32 C0 <wb> C0 C30 C0 C32 C0 C26,train
76,"आपण जे काही असतो, किंवा बनतो, त्यात त्यांचा बराच हातभार असतो.",0,7.933,0,not_selected_by_random,,,,
77,पण फार कमी लोक या परीसाला ओळखू शकतात.,0,4.779,0,not_selected_by_random,,,,
78,"मुंबई कधीही न झोपणार शहर, पण इथे सुद्धा मनमोहक सकाळ रोज होते बर का!",0,8.638,1,,marathi_female_000078.wav,m a u q b a ii <wb> k a dh a ii h a ii <wb> n a <wb> jh a o p a nx a aa r a <wb> sh a h a r a <wb> p a nx a <wb> i th a ee <wb> s a u d a dh a aa <wb> m a n a m a o h a k a <wb> s a k a aa lx a <wb> r a o j a <wb> h a o t a ee <wb> b a r a <wb> k a aa,C22 C0 C36 C23 C3 C0 C16 <wb> C19 C0 C8 C0 C16 C15 C0 C16 <wb> C24 C0 <wb> C18 C0 C26 C28 C0 C25 C0 C1 C29 C0 <wb> C31 C0 C15 C0 C29 C0 <wb> C28 C0 C25 C0 <wb> C16 C33 C0 C11 <wb> C30 C0 C36 C7 C0 C8 C0 C1 <wb> C22 C0 C24 C0 C22 C0 C26 C15 C0 C19 C0 <wb> C30 C0 C19 C0 C1 C21 C0 <wb> C29 C0 C26 C17 C0 <wb> C15 C0 C26 C32 C0 C11 <wb> C3 C0 C29 C0 <wb> C19 C0 C1,train
79,"अशीच सकाळची वेळ होती, सुर्यदेवांची कोवळी किरणे अलगद शरीरास स्पर्श करून जात होती.",0,9.235,0,not_selected_by_random,,,,
80,"काल रात्री एका मित्राने सकाळी भेटण्याचं वचन माझ्याकडून घेतल होत, त्यालाच भेटण्यासाठी म्हणून मी घराबाहेर पडलो.",0,11.587,1,,marathi_female_000080.wav,k a aa l a <wb> r a aa t a r a ii <wb> ee k a aa <wb> m i t r aa n ee <wb> s a k a aa lx a ii <wb> bh a ee tx a nx a y a aa c a q <wb> w a c a n a <wb> m a aa jh a y a aa k a dx a uu n a <wb> gh ee t a l a <wb> h a o t a <wb> t y aa l aa c a <wb> bh a ee tx a nx a y a aa s a aa txh a ii <wb> m a h a nx a uu n a <wb> m a ii <wb> gh a r a aa b a aa h a ee r a <wb> p a dx a l a o,C19 C0 C1 C21 C0 <wb> C29 C0 C1 C32 C0 C29 C0 C16 <wb> C11 C19 C0 C1 <wb> C22 C16 C32 C29 C1 C24 C11 <wb> C30 C0 C19 C0 C1 C21 C0 C16 <wb> C4 C0 C11 C34 C0 C25 C0 C38 C0 C1 C5 C0 C23 <wb> C37 C0 C5 C0 C24 C0 <wb> C22 C0 C1 C18 C0 C38 C0 C1 C19 C0 C9 C0 C36 C24 C0 <wb> C14 C11 C32 C0 C21 C0 <wb> C15 C0 C26 C32 C0 <wb> C32 C38 C1 C21 C1 C5 C0 <wb> C4 C0 C11 C34 C0 C25 C0 C38 C0 C1 C30 C0 C1 C35 C0 C16 <wb> C22 C0 C15 C0 C25 C0 C36 C24 C0 <wb> C22 C0 C16 <wb> C14 C0 C29 C0 C1 C3 C0 C1 C15 C0 C11 C29 C0 <wb> C28 C0 C9 C0 C21 C0 C26,train
81,ठरल्या ठिकाणी अगदी वेळेच्या आधीच पोचायची माझी सवयच होती.,0,7.084,0,not_selected_by_random,,,,
82,साधारण साडे नऊ ची वेळ असावी.,0,3.234,0,not_selected_by_random,,,,
83,"ह्या अनोळखींच्या जगात तिथे मी एकटाच होतो जो प्रत्येक येणाऱ्या, जाणाऱ्यांकडे टक लाऊन पाहत होतो.",0,9.881,0,not_selected_by_random,,,,
84,"मिनिटाला शंभर पावल, असा इथे नियम असतो, हे वाक्य खरच आहे, हे त्या दिवशी मी प्रत्यक्ष अनुभवलं.",0,10.101,1,,marathi_female_000084.wav,m a i n a i tx a aa l a aa <wb> sh a q bh a r a <wb> p aa w a l a <wb> a s a aa <wb> i th a ee <wb> n a i y a m a <wb> a s a t a o <wb> h a ee <wb> w a aa k a y a <wb> kh a r a c a <wb> aa h a ee <wb> h a ee <wb> t a y a aa <wb> d a i w a sh a ii <wb> m a ii <wb> p a r a t a y a k a sx a <wb> a n u bh a w a l a mq,C22 C0 C16 C24 C0 C16 C34 C0 C1 C21 C0 C1 <wb> C31 C0 C23 C4 C0 C29 C0 <wb> C28 C1 C37 C0 C21 C0 <wb> C0 C30 C0 C1 <wb> C16 C33 C0 C11 <wb> C24 C0 C16 C38 C0 C22 C0 <wb> C0 C30 C0 C32 C0 C26 <wb> C15 C0 C11 <wb> C37 C0 C1 C19 C0 C38 C0 <wb> C20 C0 C29 C0 C5 C0 <wb> C1 C15 C0 C11 <wb> C15 C0 C11 <wb> C32 C0 C38 C0 C1 <wb> C7 C0 C16 C37 C0 C31 C0 C16 <wb> C22 C0 C16 <wb> C28 C0 C29 C0 C32 C0 C38 C0 C19 C0 C31 C0 <wb> C0 C24 C36 C4 C0 C37 C0 C21 C0 C23,train
85,"तितक्यात काही पावलं, माझ्या दिशेने दबकत येताना जाणवली.",0,6.768,0,not_selected_by_random,,,,
